Record_ID,Date,Model,Region,Units_Sold,Price,Revenue,Cost,Profit
687,2023-12-25,Mercedes A-Class,West,4,39000,156000.0,118387.09,37612.91
688,2023-12-26,Mercedes C-Class,West,6,46300,277800.0,199058.51,78741.49
689,2023-12-26,Mercedes E-Class,East,7,63900,447300.0,316932.65,130367.35
690,2023-12-29,Mercedes C-Class,West,2,54700,109400.0,77782.47,31617.53
691,2023-12-29,Mercedes GLE,East,6,77200,463200.0,331242.63,131957.37
692,2023-12-29,Mercedes A-Class,South,5,41100,205500.0,153766.34,51733.66
693,2023-12-29,Mercedes GLE,North,4,68000,272000.0,189355.59,82644.41
694,2023-12-30,Mercedes GLS,South,3,98400,295200.0,210705.31,84494.69
695,2023-12-30,Mercedes A-Class,West,6,38500,231000.0,172742.45,58257.55
696,2023-12-30,Mercedes C-Class,South,8,52800,422400.0,314756.67,107643.33
697,2023-12-31,Mercedes GLE,West,4,70100,280400.0,201263.4,79136.6
698,2023-12-31,Mercedes C-Class,East,8,49400,395200.0,291588.62,103611.38
699,2024-01-01,Mercedes E-Class,South,1,74900,74900.0,52858.6,22041.4
700,2024-01-01,Mercedes C-Class,South,9,55500,499500.0,372275.04,127224.96
701,2024-01-01,Mercedes A-Class,North,3,36100,108300.0,78419.26,29880.74
702,2024-01-01,Mercedes GLC,South,5,54100,270500.0,191670.82,78829.18
703,2024-01-02,Mercedes E-Class,North,1,68400,68400.0,49292.55,19107.45
704,2024-01-02,Mercedes A-Class,South,5,39600,198000.0,149618.91,48381.09
705,2024-01-02,Mercedes C-Class,East,1,54400,54400.0,40206.81,14193.19
706,2024-01-02,Mercedes GLC,North,1,56500,56500.0,41761.37,14738.63
707,2024-01-02,Mercedes S-Class,South,4,138300,553200.0,387139.06,166060.94
708,2024-01-03,Mercedes GLC,West,7,49300,345100.0,242899.52,102200.48
709,2024-01-03,Mercedes GLC,North,4,59100,236400.0,168162.97,68237.03
710,2024-01-03,Mercedes GLS,South,2,98000,196000.0,140420.93,55579.07
711,2024-01-03,Mercedes GLC,South,10,49800,498000.0,354811.86,143188.14
712,2024-01-04,Mercedes GLE,East,2,67000,134000.0,92516.7,41483.3
713,2024-01-04,Mercedes GLC,North,3,57700,173100.0,124143.07,48956.93
714,2024-01-05,Mercedes C-Class,East,6,52100,312600.0,224168.39,88431.61
715,2024-01-05,Mercedes C-Class,South,5,51500,257500.0,184814.54,72685.46
716,2024-01-06,Mercedes GLE,North,5,74800,374000.0,259322.65,114677.35
717,2024-01-07,Mercedes A-Class,East,5,35500,177500.0,133869.59,43630.41
718,2024-01-07,Mercedes S-Class,North,5,126500,632500.0,438084.63,194415.37
719,2024-01-08,Mercedes A-Class,West,5,37900,189500.0,139129.57,50370.43
720,2024-01-08,Mercedes C-Class,East,6,50900,305400.0,225179.74,80220.26
721,2024-01-08,Mercedes GLC,South,7,53400,373800.0,271704.18,102095.82
722,2024-01-09,Mercedes GLS,South,4,89400,357600.0,256739.15,100860.85
723,2024-01-10,Mercedes E-Class,South,5,63800,319000.0,225306.85,93693.15
724,2024-01-10,Mercedes C-Class,North,7,53900,377300.0,281037.42,96262.58
725,2024-01-10,Mercedes E-Class,East,3,66600,199800.0,140154.26,59645.74
726,2024-01-11,Mercedes GLC,West,4,57200,228800.0,163112.5,65687.5
727,2024-01-11,Mercedes E-Class,East,5,65600,328000.0,228138.56,99861.44
728,2024-01-11,Mercedes GLE,East,1,73600,73600.0,52283.6,21316.4
729,2024-01-12,Mercedes GLS,North,3,84400,253200.0,174012.79,79187.21
730,2024-01-12,Mercedes GLC,East,4,58200,232800.0,164759.64,68040.36
731,2024-01-12,Mercedes C-Class,South,6,54000,324000.0,240689.06,83310.94
732,2024-01-12,Mercedes C-Class,East,5,47400,237000.0,168425.37,68574.63
733,2024-01-13,Mercedes GLC,West,4,50200,200800.0,146482.7,54317.3
734,2024-01-13,Mercedes E-Class,East,3,64800,194400.0,140976.07,53423.93
735,2024-01-14,Mercedes GLS,North,1,97900,97900.0,69296.18,28603.82
736,2024-01-14,Mercedes C-Class,East,4,49500,198000.0,147054.31,50945.69
737,2024-01-15,Mercedes GLE,West,6,65100,390600.0,281053.96,109546.04
738,2024-01-15,Mercedes GLE,South,2,76100,152200.0,108793.76,43406.24
739,2024-01-17,Mercedes A-Class,West,6,37200,223200.0,162467.68,60732.32
740,2024-01-17,Mercedes A-Class,North,3,37800,113400.0,84205.26,29194.74
741,2024-01-17,Mercedes GLC,North,8,57000,456000.0,327207.52,128792.48
742,2024-01-17,Mercedes G-Class,East,1,156400,156400.0,104672.67,51727.33
743,2024-01-18,Mercedes E-Class,East,5,63700,318500.0,229533.11,88966.89
744,2024-01-19,Mercedes G-Class,West,6,147400,884400.0,575189.62,309210.38
745,2024-01-20,Mercedes C-Class,East,7,48500,339500.0,243111.19,96388.81
746,2024-01-20,Mercedes GLE,South,5,68900,344500.0,243750.02,100749.98
747,2024-01-20,Mercedes GLC,West,7,55500,388500.0,284646.02,103853.98
748,2024-01-21,Mercedes A-Class,West,2,36600,73200.0,54096.64,19103.36
749,2024-01-21,Mercedes E-Class,West,1,72100,72100.0,50374.88,21725.12
750,2024-01-22,Mercedes GLE,East,1,68600,68600.0,48872.16,19727.84
751,2024-01-23,Mercedes C-Class,North,4,54400,217600.0,156647.38,60952.62
752,2024-01-23,Mercedes A-Class,East,4,39600,158400.0,118501.37,39898.63
753,2024-01-24,Mercedes GLC,South,3,59600,178800.0,131947.33,46852.67
754,2024-01-24,Mercedes GLS,South,4,92500,370000.0,257932.63,112067.37
755,2024-01-24,Mercedes A-Class,North,6,40800,244800.0,179830.31,64969.69
756,2024-01-25,Mercedes A-Class,North,7,37300,261100.0,193779.15,67320.85
757,2024-01-25,Mercedes S-Class,East,3,127500,382500.0,265802.96,116697.04
758,2024-01-26,Mercedes E-Class,East,3,60300,180900.0,129817.46,51082.54
759,2024-01-26,Mercedes GLC,South,4,56600,226400.0,159455.93,66944.07
760,2024-01-26,Mercedes A-Class,East,3,41600,124800.0,93916.55,30883.45
761,2024-01-26,Mercedes C-Class,West,5,45900,229500.0,166817.85,62682.15
762,2024-01-26,Mercedes GLE,North,6,65100,390600.0,276478.71,114121.29
763,2024-01-26,Mercedes S-Class,East,1,133800,133800.0,92413.6,41386.4
764,2024-01-27,Mercedes GLE,South,5,65400,327000.0,226817.55,100182.45
765,2024-01-29,Mercedes A-Class,North,8,39400,315200.0,228161.97,87038.03
766,2024-01-29,Mercedes GLE,South,1,74300,74300.0,53602.43,20697.57
767,2024-01-29,Mercedes GLC,East,4,52900,211600.0,155296.67,56303.33
768,2024-01-31,Mercedes A-Class,South,1,37600,37600.0,27405.17,10194.83
769,2024-02-01,Mercedes E-Class,North,6,61700,370200.0,268935.26,101264.74
770,2024-02-01,Mercedes E-Class,South,2,69900,139800.0,99625.43,40174.57
771,2024-02-03,Mercedes GLE,South,4,71400,285600.0,204317.47,81282.53
772,2024-02-04,Mercedes C-Class,South,3,48500,145500.0,104058.79,41441.21
773,2024-02-04,Mercedes C-Class,South,4,45100,180400.0,130745.75,49654.25
774,2024-02-05,Mercedes GLC,West,2,56800,113600.0,80204.17,33395.83
775,2024-02-06,Mercedes GLE,South,4,67300,269200.0,189838.11,79361.89
776,2024-02-07,Mercedes GLE,East,2,74400,148800.0,108411.45,40388.55
777,2024-02-07,Mercedes A-Class,North,4,39400,157600.0,118316.52,39283.48
778,2024-02-08,Mercedes GLC,East,4,52400,209600.0,147306.66,62293.34
779,2024-02-08,Mercedes GLE,West,5,67700,338500.0,239784.22,98715.78
780,2024-02-09,Mercedes GLE,North,2,73600,147200.0,102322.93,44877.07
781,2024-02-09,Mercedes GLC,North,6,53300,319800.0,229286.14,90513.86
782,2024-02-10,Mercedes E-Class,West,5,66400,332000.0,236311.79,95688.21
783,2024-02-10,Mercedes GLE,North,2,75200,150400.0,107654.43,42745.57
784,2024-02-10,Mercedes GLE,South,5,69800,349000.0,249915.39,99084.61
785,2024-02-10,Mercedes GLC,North,4,48300,193200.0,142621.75,50578.25
786,2024-02-11,Mercedes S-Class,South,1,116900,116900.0,77630.49,39269.51
787,2024-02-11,Mercedes GLS,East,4,81600,326400.0,230672.92,95727.08
788,2024-02-11,Mercedes C-Class,North,3,52600,157800.0,117353.49,40446.51
789,2024-02-11,Mercedes G-Class,West,1,173300,173300.0,115510.73,57789.27
790,2024-02-12,Mercedes GLC,North,4,56600,226400.0,162548.04,63851.96
791,2024-02-12,Mercedes E-Class,North,1,67500,67500.0,46633.02,20866.98
792,2024-02-13,Mercedes E-Class,East,4,61500,246000.0,179354.25,66645.75
793,2024-02-13,Mercedes GLC,North,9,56800,511200.0,373316.02,137883.98
794,2024-02-13,Mercedes C-Class,North,7,48300,338100.0,241208.63,96891.37
795,2024-02-13,Mercedes GLC,South,4,57600,230400.0,163804.84,66595.16
796,2024-02-14,Mercedes GLE,South,2,71500,143000.0,101791.0,41209.0
797,2024-02-14,Mercedes GLE,South,1,65100,65100.0,46197.83,18902.17
798,2024-02-14,Mercedes C-Class,West,1,54100,54100.0,39808.6,14291.4
799,2024-02-15,Mercedes GLC,South,7,55300,387100.0,273733.0,113367.0
800,2024-02-16,Mercedes C-Class,South,5,46500,232500.0,170091.49,62408.51
801,2024-02-16,Mercedes E-Class,South,5,67200,336000.0,234227.44,101772.56
802,2024-02-16,Mercedes E-Class,North,4,72600,290400.0,211039.85,79360.15
803,2024-02-16,Mercedes GLE,East,5,66500,332500.0,233321.36,99178.64
804,2024-02-17,Mercedes GLS,East,3,85900,257700.0,178677.33,79022.67
805,2024-02-17,Mercedes C-Class,North,2,53600,107200.0,77576.57,29623.43
806,2024-02-18,Mercedes GLE,South,7,77200,540400.0,384867.48,155532.52
807,2024-02-20,Mercedes C-Class,East,8,53300,426400.0,319554.87,106845.13
808,2024-02-20,Mercedes GLE,South,2,64800,129600.0,89627.89,39972.11
809,2024-02-21,Mercedes A-Class,North,6,36600,219600.0,161371.54,58228.46
810,2024-02-21,Mercedes C-Class,South,4,55700,222800.0,159572.72,63227.28
811,2024-02-21,Mercedes GLS,West,2,96900,193800.0,133028.85,60771.15
812,2024-02-21,Mercedes C-Class,North,4,49800,199200.0,147201.9,51998.1
813,2024-02-23,Mercedes GLE,South,2,70300,140600.0,102466.89,38133.11
814,2024-02-23,Mercedes S-Class,North,2,128700,257400.0,177439.95,79960.05
815,2024-02-25,Mercedes C-Class,North,5,45800,229000.0,169598.84,59401.16
816,2024-02-25,Mercedes GLE,West,4,71400,285600.0,197398.26,88201.74
817,2024-02-26,Mercedes S-Class,South,1,120800,120800.0,80005.61,40794.39
818,2024-02-26,Mercedes E-Class,West,5,70400,352000.0,243938.03,108061.97
819,2024-02-26,Mercedes A-Class,North,4,38000,152000.0,115003.81,36996.19
820,2024-02-26,Mercedes GLC,North,4,52600,210400.0,152837.95,57562.05
821,2024-02-27,Mercedes A-Class,North,5,39200,196000.0,147024.06,48975.94
822,2024-02-27,Mercedes E-Class,East,1,72300,72300.0,50525.09,21774.91
823,2024-02-29,Mercedes A-Class,North,6,38500,231000.0,169801.86,61198.14
824,2024-02-29,Mercedes E-Class,North,4,72000,288000.0,210228.33,77771.67
825,2024-03-01,Mercedes E-Class,West,7,66800,467600.0,331310.43,136289.57
826,2024-03-01,Mercedes E-Class,West,6,60700,364200.0,251832.95,112367.05
827,2024-03-02,Mercedes A-Class,East,5,37800,189000.0,138522.36,50477.64
828,2024-03-03,Mercedes A-Class,East,3,39700,119100.0,85936.9,33163.1
829,2024-03-03,Mercedes GLC,West,5,52600,263000.0,186263.25,76736.75
830,2024-03-03,Mercedes A-Class,East,3,35800,107400.0,79439.33,27960.67
831,2024-03-04,Mercedes G-Class,West,2,156800,313600.0,202524.81,111075.19
832,2024-03-05,Mercedes C-Class,South,5,52700,263500.0,194776.34,68723.66
833,2024-03-05,Mercedes GLE,North,5,75900,379500.0,271888.25,107611.75
834,2024-03-06,Mercedes GLC,East,5,56200,281000.0,206909.32,74090.68
835,2024-03-07,Mercedes E-Class,East,5,70100,350500.0,247792.42,102707.58
836,2024-03-07,Mercedes GLS,South,1,99900,99900.0,69665.68,30234.32
837,2024-03-07,Mercedes GLE,North,2,66100,132200.0,93691.14,38508.86
838,2024-03-08,Mercedes S-Class,North,3,121600,364800.0,248822.67,115977.33
839,2024-03-08,Mercedes A-Class,South,5,40100,200500.0,145322.27,55177.73
840,2024-03-08,Mercedes A-Class,North,7,36400,254800.0,185289.29,69510.71
841,2024-03-09,Mercedes E-Class,East,5,73900,369500.0,265492.39,104007.61
842,2024-03-09,Mercedes G-Class,North,6,154000,924000.0,593429.64,330570.36
843,2024-03-10,Mercedes GLS,North,3,92800,278400.0,198073.74,80326.26
844,2024-03-10,Mercedes GLC,South,7,48100,336700.0,246332.35,90367.65
845,2024-03-10,Mercedes GLC,North,9,55000,495000.0,357801.6,137198.4
846,2024-03-11,Mercedes E-Class,East,2,69800,139600.0,98886.23,40713.77
847,2024-03-11,Mercedes E-Class,West,3,73600,220800.0,161172.77,59627.23
848,2024-03-12,Mercedes C-Class,North,8,48400,387200.0,279798.46,107401.54
849,2024-03-14,Mercedes A-Class,East,7,41400,289800.0,216748.76,73051.24
850,2024-03-14,Mercedes GLC,South,6,56000,336000.0,236442.41,99557.59
851,2024-03-14,Mercedes GLE,West,4,76200,304800.0,220283.35,84516.65
852,2024-03-15,Mercedes E-Class,South,5,66800,334000.0,240412.67,93587.33
853,2024-03-16,Mercedes GLE,East,6,68900,413400.0,298928.2,114471.8
854,2024-03-16,Mercedes C-Class,North,4,52200,208800.0,149269.48,59530.52
855,2024-03-16,Mercedes A-Class,North,5,41100,205500.0,154304.18,51195.82
856,2024-03-17,Mercedes GLE,South,4,69900,279600.0,200799.11,78800.89
857,2024-03-18,Mercedes G-Class,East,1,160700,160700.0,105560.71,55139.29
858,2024-03-18,Mercedes GLC,North,5,53600,268000.0,191249.63,76750.37
859,2024-03-19,Mercedes GLC,West,6,55100,330600.0,242488.34,88111.66
860,2024-03-20,Mercedes A-Class,North,7,36700,256900.0,188169.76,68730.24
861,2024-03-20,Mercedes E-Class,West,3,74300,222900.0,154870.72,68029.28
862,2024-03-21,Mercedes GLS,East,2,84000,168000.0,116560.37,51439.63
863,2024-03-22,Mercedes GLE,South,4,64100,256400.0,177846.52,78553.48
864,2024-03-23,Mercedes C-Class,South,4,54800,219200.0,157991.26,61208.74
865,2024-03-23,Mercedes GLC,North,8,51700,413600.0,304996.89,108603.11
866,2024-03-24,Mercedes A-Class,North,4,34200,136800.0,101856.55,34943.45
867,2024-03-24,Mercedes E-Class,North,6,60500,363000.0,260321.82,102678.18
868,2024-03-24,Mercedes C-Class,East,11,47700,524700.0,377276.78,147423.22
869,2024-03-25,Mercedes GLC,North,8,56200,449600.0,318839.2,130760.8
870,2024-03-25,Mercedes A-Class,West,7,38600,270200.0,204651.71,65548.29
871,2024-03-26,Mercedes GLC,South,8,56800,454400.0,321818.9,132581.1
872,2024-03-27,Mercedes E-Class,South,7,65900,461300.0,329355.74,131944.26
873,2024-03-27,Mercedes C-Class,South,7,49900,349300.0,256963.42,92336.58
874,2024-03-27,Mercedes S-Class,West,1,133000,133000.0,91347.6,41652.4
875,2024-03-28,Mercedes S-Class,South,3,120500,361500.0,249402.25,112097.75
876,2024-03-28,Mercedes A-Class,South,4,41000,164000.0,121776.82,42223.18
877,2024-03-29,Mercedes GLC,East,9,56900,512100.0,370433.31,141666.69
878,2024-03-29,Mercedes GLC,North,6,56500,339000.0,238289.38,100710.62
879,2024-03-30,Mercedes GLC,North,5,48000,240000.0,175679.16,64320.84
880,2024-03-30,Mercedes GLE,North,1,66800,66800.0,47522.63,19277.37
881,2024-03-31,Mercedes GLS,South,1,93700,93700.0,66108.4,27591.6
882,2024-03-31,Mercedes G-Class,West,2,161300,322600.0,211386.69,111213.31
883,2024-03-31,Mercedes C-Class,North,5,49200,246000.0,175693.23,70306.77
884,2024-04-01,Mercedes A-Class,North,7,38100,266700.0,195788.72,70911.28
885,2024-04-01,Mercedes A-Class,South,2,34700,69400.0,52711.22,16688.78
886,2024-04-01,Mercedes GLE,South,5,63100,315500.0,227679.82,87820.18
887,2024-04-03,Mercedes GLE,East,4,77600,310400.0,220670.85,89729.15
888,2024-04-03,Mercedes C-Class,South,6,50100,300600.0,220866.52,79733.48
889,2024-04-04,Mercedes C-Class,East,5,54300,271500.0,194012.65,77487.35
890,2024-04-04,Mercedes G-Class,West,4,159800,639200.0,434600.08,204599.92
891,2024-04-04,Mercedes GLE,North,7,74200,519400.0,358797.23,160602.77
892,2024-04-06,Mercedes E-Class,West,7,62400,436800.0,302679.85,134120.15
893,2024-04-06,Mercedes GLE,West,1,67100,67100.0,48709.05,18390.95
894,2024-04-06,Mercedes A-Class,South,5,39200,196000.0,144503.08,51496.92
895,2024-04-06,Mercedes S-Class,South,2,119600,239200.0,159731.44,79468.56
896,2024-04-06,Mercedes E-Class,North,8,67200,537600.0,391372.07,146227.93
897,2024-04-07,Mercedes E-Class,South,2,71600,143200.0,100511.24,42688.76
898,2024-04-07,Mercedes A-Class,West,4,40900,163600.0,124121.81,39478.19
899,2024-04-08,Mercedes C-Class,South,5,54200,271000.0,198526.43,72473.57
900,2024-04-08,Mercedes C-Class,East,5,50200,251000.0,187167.62,63832.38
901,2024-04-08,Mercedes A-Class,North,5,41100,205500.0,153709.99,51790.01
902,2024-04-08,Mercedes GLE,East,4,75500,302000.0,217453.34,84546.66
903,2024-04-08,Mercedes C-Class,South,8,55600,444800.0,320722.47,124077.53
904,2024-04-10,Mercedes C-Class,South,5,53900,269500.0,194145.72,75354.28
905,2024-04-10,Mercedes GLE,East,6,68700,412200.0,293863.95,118336.05
906,2024-04-10,Mercedes S-Class,South,5,125600,628000.0,427580.11,200419.89
907,2024-04-10,Mercedes GLE,West,5,65800,329000.0,235495.02,93504.98
908,2024-04-11,Mercedes E-Class,West,4,70800,283200.0,202533.6,80666.4
909,2024-04-11,Mercedes GLS,East,5,82700,413500.0,294839.12,118660.88
910,2024-04-11,Mercedes C-Class,North,6,55000,330000.0,239680.75,90319.25
911,2024-04-11,Mercedes GLC,North,7,52900,370300.0,266110.94,104189.06
912,2024-04-11,Mercedes E-Class,West,7,61500,430500.0,298273.62,132226.38
913,2024-04-11,Mercedes C-Class,West,9,45200,406800.0,302030.5,104769.5
914,2024-04-11,Mercedes C-Class,South,8,50100,400800.0,289906.85,110893.15
915,2024-04-13,Mercedes E-Class,North,3,74400,223200.0,161471.44,61728.56
916,2024-04-13,Mercedes G-Class,East,3,150700,452100.0,304858.65,147241.35
917,2024-04-13,Mercedes GLC,East,6,59200,355200.0,255345.92,99854.08
918,2024-04-15,Mercedes GLC,South,6,51000,306000.0,218437.0,87563.0
919,2024-04-16,Mercedes E-Class,South,3,65800,197400.0,140768.91,56631.09
920,2024-04-16,Mercedes A-Class,East,6,39500,237000.0,172144.95,64855.05
921,2024-04-17,Mercedes A-Class,West,4,36400,145600.0,109053.88,36546.12
922,2024-04-18,Mercedes G-Class,North,2,158600,317200.0,205411.87,111788.13
923,2024-04-18,Mercedes E-Class,East,4,63300,253200.0,179033.39,74166.61
924,2024-04-19,Mercedes C-Class,North,3,54900,164700.0,119390.98,45309.02
925,2024-04-19,Mercedes E-Class,South,4,69200,276800.0,198244.37,78555.63
926,2024-04-21,Mercedes C-Class,North,6,54500,327000.0,237142.05,89857.95
927,2024-04-21,Mercedes GLE,East,3,62800,188400.0,133110.64,55289.36
928,2024-04-21,Mercedes GLC,North,7,56500,395500.0,277229.47,118270.53
929,2024-04-22,Mercedes C-Class,North,8,48600,388800.0,276092.1,112707.9
930,2024-04-22,Mercedes GLS,East,1,98500,98500.0,67125.3,31374.7
931,2024-04-25,Mercedes G-Class,North,2,171100,342200.0,220864.97,121335.03
932,2024-04-25,Mercedes A-Class,South,4,37800,151200.0,111006.82,40193.18
933,2024-04-25,Mercedes GLE,East,2,72200,144400.0,100676.05,43723.95
934,2024-04-25,Mercedes C-Class,South,1,48500,48500.0,35127.72,13372.28
935,2024-04-26,Mercedes A-Class,West,8,39400,315200.0,229776.27,85423.73
936,2024-04-26,Mercedes GLE,North,4,73200,292800.0,209643.72,83156.28
937,2024-04-26,Mercedes A-Class,North,4,34700,138800.0,100386.59,38413.41
938,2024-04-27,Mercedes GLS,East,1,91100,91100.0,65068.39,26031.61
939,2024-04-27,Mercedes GLC,North,11,50300,553300.0,401007.96,152292.04
940,2024-04-27,Mercedes C-Class,North,5,48300,241500.0,179766.97,61733.03
941,2024-04-27,Mercedes A-Class,West,7,38900,272300.0,203509.04,68790.96
942,2024-04-28,Mercedes A-Class,East,6,34500,207000.0,152396.85,54603.15
943,2024-04-28,Mercedes GLS,West,1,90100,90100.0,61859.63,28240.37
944,2024-04-29,Mercedes G-Class,North,1,160700,160700.0,108030.32,52669.68
945,2024-04-29,Mercedes A-Class,North,7,37900,265300.0,199000.36,66299.64
946,2024-04-29,Mercedes GLE,West,7,63700,445900.0,314521.51,131378.49
947,2024-04-30,Mercedes S-Class,East,2,135300,270600.0,188235.39,82364.61
948,2024-05-01,Mercedes E-Class,North,7,67600,473200.0,334496.77,138703.23
949,2024-05-02,Mercedes GLC,West,10,49600,496000.0,366067.19,129932.81
950,2024-05-03,Mercedes C-Class,East,5,47900,239500.0,171298.81,68201.19
951,2024-05-03,Mercedes GLE,North,6,63800,382800.0,267070.62,115729.38
952,2024-05-03,Mercedes C-Class,North,6,47200,283200.0,201253.68,81946.32
953,2024-05-05,Mercedes GLE,South,1,70800,70800.0,51048.26,19751.74
954,2024-05-05,Mercedes E-Class,West,4,67400,269600.0,187239.83,82360.17
955,2024-05-07,Mercedes GLC,East,6,56300,337800.0,245187.44,92612.56
956,2024-05-07,Mercedes GLS,South,3,81700,245100.0,174051.18,71048.82
957,2024-05-07,Mercedes C-Class,West,6,46900,281400.0,205153.64,76246.36
958,2024-05-08,Mercedes GLC,South,5,50600,253000.0,180671.3,72328.7
959,2024-05-08,Mercedes A-Class,East,7,35900,251300.0,187971.49,63328.51
960,2024-05-08,Mercedes C-Class,West,5,51200,256000.0,186618.65,69381.35
961,2024-05-10,Mercedes C-Class,South,9,50600,455400.0,337237.25,118162.75
962,2024-05-11,Mercedes E-Class,South,5,67000,335000.0,239078.66,95921.34
963,2024-05-11,Mercedes S-Class,East,4,126900,507600.0,349361.97,158238.03
964,2024-05-11,Mercedes A-Class,West,6,38600,231600.0,170208.5,61391.5
965,2024-05-11,Mercedes A-Class,West,6,37100,222600.0,165537.97,57062.03
966,2024-05-12,Mercedes GLE,East,5,71200,356000.0,247617.08,108382.92
967,2024-05-13,Mercedes G-Class,South,4,174700,698800.0,453545.16,245254.84
968,2024-05-14,Mercedes C-Class,East,5,55500,277500.0,207191.85,70308.15
969,2024-05-14,Mercedes GLC,South,4,54600,218400.0,161387.92,57012.08
970,2024-05-14,Mercedes C-Class,West,10,55100,551000.0,409293.5,141706.5
971,2024-05-16,Mercedes C-Class,North,4,55800,223200.0,162537.96,60662.04
972,2024-05-16,Mercedes A-Class,East,4,41100,164400.0,120196.87,44203.13
973,2024-05-16,Mercedes S-Class,West,2,119300,238600.0,160447.79,78152.21
974,2024-05-16,Mercedes GLS,North,4,95500,382000.0,265988.39,116011.61
975,2024-05-16,Mercedes S-Class,South,4,133900,535600.0,360832.5,174767.5
976,2024-05-16,Mercedes C-Class,East,7,47500,332500.0,245616.16,86883.84
977,2024-05-18,Mercedes A-Class,East,5,39200,196000.0,145031.31,50968.69
978,2024-05-18,Mercedes GLS,North,1,90400,90400.0,63488.65,26911.35
979,2024-05-18,Mercedes GLE,South,6,68100,408600.0,290912.4,117687.6
980,2024-05-19,Mercedes E-Class,South,8,74400,595200.0,419330.26,175869.74
981,2024-05-20,Mercedes C-Class,East,5,47700,238500.0,178183.16,60316.84
982,2024-05-20,Mercedes G-Class,North,1,167800,167800.0,113550.12,54249.88
983,2024-05-21,Mercedes GLC,North,6,58100,348600.0,250777.22,97822.78
984,2024-05-21,Mercedes C-Class,South,8,48300,386400.0,279731.61,106668.39
985,2024-05-21,Mercedes S-Class,West,2,117700,235400.0,157608.39,77791.61
986,2024-05-21,Mercedes GLS,West,1,93300,93300.0,66365.1,26934.9
987,2024-05-21,Mercedes A-Class,East,5,34300,171500.0,126072.1,45427.9
988,2024-05-23,Mercedes C-Class,North,6,55700,334200.0,242579.0,91621.0
989,2024-05-23,Mercedes G-Class,West,6,149600,897600.0,590722.97,306877.03
990,2024-05-24,Mercedes GLE,North,3,69700,209100.0,149830.28,59269.72
991,2024-05-24,Mercedes C-Class,South,7,48300,338100.0,247846.53,90253.47
992,2024-05-24,Mercedes GLS,North,2,87400,174800.0,123187.52,51612.48
993,2024-05-24,Mercedes C-Class,North,6,55300,331800.0,248058.39,83741.61
994,2024-05-24,Mercedes GLE,East,5,77700,388500.0,281052.39,107447.61
995,2024-05-26,Mercedes C-Class,North,9,54200,487800.0,353284.81,134515.19
996,2024-05-26,Mercedes A-Class,West,7,40700,284900.0,208433.58,76466.42
997,2024-05-26,Mercedes GLS,South,1,81700,81700.0,57266.49,24433.51
998,2024-05-26,Mercedes S-Class,South,1,119200,119200.0,83210.4,35989.6
999,2024-05-27,Mercedes GLC,North,9,56300,506700.0,370295.7,136404.3
1000,2024-05-28,Mercedes GLE,West,5,64300,321500.0,222632.74,98867.26
1001,2024-05-28,Mercedes A-Class,North,2,40200,80400.0,57948.35,22451.65
1002,2024-05-28,Mercedes E-Class,South,6,71700,430200.0,298977.06,131222.94
1003,2024-05-29,Mercedes E-Class,South,5,74600,373000.0,268123.17,104876.83
1004,2024-05-29,Mercedes S-Class,West,1,124800,124800.0,84154.66,40645.34
1005,2024-05-30,Mercedes S-Class,West,4,127400,509600.0,352096.72,157503.28
1006,2024-05-30,Mercedes GLE,West,3,74100,222300.0,154956.72,67343.28
1007,2024-05-30,Mercedes GLE,North,3,72200,216600.0,151630.82,64969.18
1008,2024-06-01,Mercedes GLC,West,4,56300,225200.0,165626.95,59573.05
1009,2024-06-02,Mercedes GLC,North,8,51300,410400.0,287779.48,122620.52
1010,2024-06-05,Mercedes E-Class,North,4,73900,295600.0,206244.2,89355.8
1011,2024-06-05,Mercedes E-Class,South,4,68400,273600.0,195269.84,78330.16
1012,2024-06-06,Mercedes GLE,East,5,71700,358500.0,256574.72,101925.28
1013,2024-06-07,Mercedes A-Class,West,6,40200,241200.0,179676.0,61524.0
1014,2024-06-07,Mercedes A-Class,West,2,34900,69800.0,52702.47,17097.53
1015,2024-06-08,Mercedes A-Class,East,1,39200,39200.0,28638.15,10561.85
1016,2024-06-08,Mercedes GLC,West,5,52000,260000.0,183239.34,76760.66
1017,2024-06-10,Mercedes GLS,South,3,81800,245400.0,176489.58,68910.42
1018,2024-06-11,Mercedes GLC,East,5,52100,260500.0,189431.28,71068.72
1019,2024-06-11,Mercedes GLE,North,5,62300,311500.0,225462.84,86037.16
1020,2024-06-11,Mercedes GLC,North,8,48200,385600.0,279269.4,106330.6
1021,2024-06-12,Mercedes GLS,South,1,81400,81400.0,57556.03,23843.97
1022,2024-06-12,Mercedes C-Class,North,3,55000,165000.0,119737.71,45262.29
1023,2024-06-12,Mercedes GLC,South,3,55500,166500.0,117346.43,49153.57
1024,2024-06-12,Mercedes G-Class,South,1,166800,166800.0,107600.83,59199.17
1025,2024-06-12,Mercedes A-Class,West,6,35600,213600.0,157679.43,55920.57
1026,2024-06-13,Mercedes E-Class,South,6,71200,427200.0,306539.08,120660.92
1027,2024-06-13,Mercedes C-Class,North,6,47700,286200.0,214500.66,71699.34
1028,2024-06-14,Mercedes G-Class,East,1,145800,145800.0,94052.26,51747.74
1029,2024-06-15,Mercedes E-Class,South,4,62800,251200.0,182959.28,68240.72
